source	default_branch	head_count	tag_count	pr_ref_count	head_tag_sha256	pr_refs_sha256	readme_status	readme_sha256
knewstimek/gorchera	master	1	11	0	59c92166ac09adcffd0db3360d09ffc6e270c49ea0d0808d308167879942a351	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	cb4e6e9c8d6f1f7181598f7e7c250b85fe920e18ae34892fbcea249e7726603a
HexamindOrganisation/hexgate	main	69	9	74	044e1667e6defb2c36e5f607374fccb3a883cd6619aae037c8750c85ba0c40ab	e3688a8fc5295fa040827918ce166a4cb6e49cc6c1ce167a2d4bdde34961d91d	README.md	4ca6826bac6e8fac6b6b5350ce4e17a6e1ecace049ae340e47a731cd760753fd
Open-Harness/open-harness	master	7	2	88	80c84a60280c73453495fbbccf445909eb079f2e0d13635aad4e7f7d7be9d6bd	6f489d518bb54b27db9e877071b1870725f8ff2b8b844f9725d262a3745f0509	README.md	d7190114be5912f3c666edb5a39da6dcb1c120352eee8a11727b057de14c3e86
zosmaai/dhara	main	6	40	139	e4bf3b98ade15cbf45cec99085234e92b21d6221785b011e6db6b914ccb6af86	e0a9a6652e7929f4711a7528e702999a4696280c74b980537380e2bef7006190	README.md	e89e8ad4b06bcb81517ec452fbe5e41db2962413602c7cc6c91714c3b423abed
asa-degroff/Porrima	main	2	7	4	03d9bebc2592d14044d33831a94b9548ee7a4af3637be0f22dfe41a97c032fe5	a68135cb15e94e5c43aac522121cf24ee6e0d03302d43a02dc0be66d8abe7112	README.md	3baf59f5c7b9995a0b5a69b6826c3046faf488e1cc90644c7b75c4d38bf3c066
jity16/MiNerva	main	1	0	0	2373a123af40e7acfe3ac65581bf7f0c34162ff51409475f0b1f3d5b7720d510	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	d04436ab6ef473f27cf927a0a560066eacf6d35cd2f74c486e59977e1c8274b6
listener-He/java-harness-agent	claude-code	4	5	0	c5143f56091cdfa5e4aa605894eba47081dc3ca64c731fd0273694a5feffbc38	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	2913b867bcf04e6b405ebfe1f9217c030794a49a7d260e1e5332fcef929b8b69
microsoft/Build26-BRK243-claw-and-agent-harness-in-microsoft-foundry	main	1	0	0	ad3cdf3ae20358a92729ba3dfbdf87692f46dd76cc9e39bd16fa81a98aca5f22	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	1127a212607d6ea33f59d6010d5200f14ea70f4adc3ba998022d70f07502790d
BA-CalderonMorales/agent-harness	main	2	84	3	4d2f3f42ad44e9294ec68bfc6e0faea98d841c430b04c29f00b642ec23df755e	45a548b1db64fd006d7f4080e43e9cd59923de477e5e92de47d18f416e8aa85f	README.md	15236dffb4eaf306041a1f3f64013dcf9cf9ba0f848716a4616d880513751c52
Ranvier-Technologies/pixir	main	2	0	1	54ae265aae1fe3dc1893ae4d77956e48f941e1de21cc607ff016e6cc5a3489cb	7105b50f6af4958c3dd2040e009ef43009d9c7be6260fa985aebf9d428a17b7b	README.md	b97b0abe8a5382cf23672a1ee5feed4a6da76a688f95d90c373909caeb103fe2
sehoon787/my-claude	main	1	10	151	6c5cbb11f421dadf2390adab20b318b9abe868c976631359b1b9186b0f521a92	a0a51e0af484bbb9803d66c214d2ff0160a40a5c6c9962d83dd7946e1cf50763	README.md	af5733166f3fdd361253cc9440d417d4f36487829e9746da2565c89f36600f44
Dominien/hubspot-sales-agent	main	1	0	1	5483b902eaf125b81c3a2ce82429262ddcf2423079bd478a6252f14ce92b6943	1d3f5ef32b9c953a60931b6fea4fbfc32ca0d117bcf366c95833f6021d283d37	README.md	7afb09ebf753f1c019f5bfa9fa89bee55eb38b1585eb0618b1cce06356bf61c8
joctaTorres/ratchet	main	12	0	47	bfe5aeb7b20805e090c2514b5edc686a9dcf1cae5e3f2675150d3bbcada2a0b8	71a71e6329588d6d78b9ce1b7f2bae43e243a67111c66e3c8b5dfb82590144f0	README.md	ed4027c7d9f6e052bf82dd607223520dfa9035d2593cce2a3280a76eef5fe674
prakashkagitha/evolving-agent-harnesses	main	2	0	1	c3577afb7b0baa9c70f62fd03e05ce4145e86df51294d4acb30cb7f7d2384848	f00208289cb7d6ad82c5b9d102f48dfd7e978c96a3ac6dd138546402a2fc4b94	README.md	141c3f172b7f8a724072af32971bfccc8bf57ebb52d0b2d0fe953838c8c5528d
ianphil/chamber	master	33	98	234	054ecdded5c4e8ab415e2b69846bf61271abb38f81f8dfae772b26e377fa776c	4f56c8a91462973c9332408a03872ae76140eb30ab2fb89e6f217cbe0f550d38	README.md	4c79c84c6c63e216404f8edf0f09104df8d6e2e54295b84f40a48dca81c6638d
schalkneethling/skills-autoresearch-flue	main	6	0	63	af7f027b1f5d089e853f382c457ad38b87bf06f37379b7640028f6f861a7e665	5ac20db86d9c4c83e6bddac8184afcc0b2a899baed9c7d2b13959777ea953126	README.md	308f61a34873ad055e3d38247c1fab1207b289fd974d988710eb8647a01c9c45
chensheng/opc-harness	main	1	0	0	4b4d1660886e1ca61baa755c86178e8bb88a0a0c46079588df8baec737f17015	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	efaafbbd25d2f9b99aa1228f692fe5e15a1914891265bca983909f5fdae75e09
memtomem/memtomem	main	30	76	1200	22e73059c49fedcd143ef2e7b639ed2c0b4b0c97949dcc7f3a3ba5085f4b8bcf	612b38ca1b72c75fc74f057b74f8f61f2174ba07ab975a74acc5526006c0278c	README.md	f404cbe45f330396939d96ca475abddfea22e202e4426f961792c0d7a2925e66
clark-labs-inc/clark-agent	main	1	1	0	935575f0468d36bc56d69124363c53ccbcb67f9cbbd956f25b51dc6111f73f1b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	d5b1d6e3a5c637e117703fc6233223e8cf5384179dbb2c490df3b62f116136f1
ahwurm/localharness	main	2	6	0	b30ed6383609aef03fe9df41991f756cfc31a3cb4ddcc051e7a27d31cbc18438	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	a33f3b51813087807c0a004a4153cc71ca803378c98de58f06c807922d552629
tenurehq/GroundEval	main	3	1	9	c41e6492386be65603eec035a016dcf1a027c40052f0050a5ec723b2246ba9bd	0ea147b3892e8073f484f1259dfab445e86c39c9d899906004ab28ca89996d77	README.md	75857c53b779b2763e72cb8da4b3ab4cc81f676337066c42da1119becddf2fb0
openexec/openexec	main	7	82	15	001d7fccbeb5948ee02bd684d1082c501ea188aa1076152ad209b6c409cd06e5	4aaeb5d1ca4fd00b1fcfae95c38aa131cc7e0f9fde56e310a7bb4fe904341f64	README.md	6b4248d2f27f40249b69184f60e6afd8db74c49c100218480b277d0961b02315
AAO-SH/fable-harness	main	2	4	4	884dcf8f6d5e9bac7ef74931fd6b43ca35684cece06cf104b21c44f07e971f23	c69e613de80df0e62cff72884924cc0f6d15a009acb17a27ae9e65fa1bb62fa4	README.md	b895fc307ca55d5027c12661090d91b58728a7f49751f9902279188670e91c07
Agent-Pattern-Labs/iso	main	1	90	0	2296457e038ac2ba801745245402a7dbffe5ab5cd9ad2f175025327bce3eea09	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	8de8fdde9998ac5b23fe033ff1502c7f0ad19b255f549803f0d7c1cf0a7e4787
3xcaffeine/frontier-swe-openenv	main	9	0	12	4b1f3715f3b846b7db3ff3a60b61ab61348430b0e34bd55f43da0ecf7d496726	7017f627de681ad90b418b6310914b25ed02ffbc06169354409c1ef40d0b1110	README.md	9cee42a5178eda410868f75c7bdb97784f1a5bf3107bf127c217faf9c1b4ac9d
BitmapAsset/mythos-harness	main	1	0	0	7e1e26a8479fb96e7ed0a9c6d286b129402419fd605441236312d553dec09482	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	f1d24a43eb2baea232132b5cdf43350114556f20d61ae70f9fc018e736da7b60
chapzin/codex-harness-mcp	master	1	6	0	d2bb49f5caef07562cb5213638a8863841946d9fd5b336f0f618cc712724d397	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	39e082082d73ffa022e7e6857c1ecd857838f6966ae63c1071ba79c120e68512
monoes/monomind	main	6	84	7	b189d992e3313db30c7db55985d1d1fc886ed1a935ffb26f465651821a1dd8af	4147e1bfc185e54cfa28587c5929f2634c4f68b0632489cb6a35547e37c198e3	README.md	078b0bfa211f1b38f04a672812581af83b6b3cb169ce6788853d28780fcf3684
human-again/orbit	master	2	1	4	61cd4f6d0738805db6f9b0b2aa5701a27486c302017509202568cffd8b1f6caa	116b8104a052967109f9c4985ee37c092199b404fe42e1b5687baff3f74f1c2a	README.md	ddd337097d39dc6ab2d194f01b553d8e04ae7394dec1eb9b3c3f816b41cdbc83
sky-valley/pi	main	1	11	0	64dd7f981c5d8f103f9aa1609f779e4c4e417609b969d2d08a37213db9eacf6e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	debd0c7eaa1cb6c8b64bf4199d8004d0e0d11267a36a284ec7cbb93cfffcce62
alvis-HaoH/gkd	main	1	0	0	fdacd0591c2ce66b05b2364e146e07012900ecc1f196bc0ccae30777e89f1d07	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	f12dce77fcadfc3d5dbda16d456707c4bfd73764c5a050d8b75cab4f42a879b4
huahuadeliaoliao/long-long-run	main	1	1	0	c5c3e678138f572aefd674003fe670ad89c19949304993d37e188f50952931c6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	6c8edb63dcc6900bd044da468bcf8b55c410424bf89ea45fd19ae40cb091cf3d
HKUDS/AutoMemory	main	1	0	0	93036f5c5cdaa8f0afcb0163edfad1cf8852c1be19191dba3297ccd9062a08dc	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	eb320940374136f581eeffa39386c660e8e78e28e62dd82058ef82cfefa912dc
omarismailb/product-wiki	main	1	2	5	f9d9708fdc1c09eabba1c2c8d0210e26a57a32422e1e0be2e1738757e472e0ab	55c7b1a0879cfe232464fd27a3ed178de028ff2c5e0daa256fcb28eb5459d8f7	README.md	6bde40f6708f90a6e5eced93f6180741c1af05b521b5a17e56d58f6a1c39b3af
Nairon-AI/flux	main	7	101	133	22a428c421b82ebbd7ec187503b946133226bacefe4d9b5f2dcba6e1fe9852ab	3d57ec3582291c6d543dc62270ae20700be4bb40d0b3b1dc1e407da4dfc300ce	README.md	75bd9a2415a05b4ff5b5f64077a922e37614b78e1a566f43afe904d1f515b093
hushctl/hush	main	14	23	32	7512751734caab7a677c6884eb495b5e675e4ca600a86dd46adc360dec13959e	c5861879624fd2951d2fddc8905d10d98552210b68f18eed72037864c84f09b2	README.md	a983fa5dfc5f9d17999e5d17cf0d0b3425cd1e9f465c6300b0f243926dfbc526
aksika/abtars	dev	2	3	0	d8d6524c1ccf9e947789682863614de6298909375602ba3c61a35e8151402a66	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	b04ce65e804d4f17ae68003de51300efc645c37a57720f56e76ec690057c0ed5
epuerta9/vent	main	1	0	0	d0154792460692817db616e6453137b73959728c2985bc0c7235df5028595e1f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	8e76d4cfea56606a41625fc84ca19ef68d033d85581d319357b6b3f71b10566f
andykswong/mithic	main	4	0	1	54ddb1f89e4c7737a67a89199369efc6af00c03cd238872aae8d3543ac9ed1c7	28292227098a3e9796f990c2ac4504a8f6511225d2e3efea299ed957a7b8b208	README.md	be24af1b12afddc195ef71f57ff27afe80fb9df13c586dc3e9afe641d6fd502f
Peadarpol/ai-delivery-control	main	3	15	25	561f7e7c54d43fb8d1ad3781ed5ea505c4fc7c543d8b713a2c13c30ce968ff8a	0cbd902126b24426f615fea9bf38cb7db8db7b2a31f067a0bee35135e52dd8f0	README.md	8d54f827a5b2a26dfc1a489f0bccf4dd4b0349c00d7d9003189bed40e4213cab
yfge/agent-harness-skills	main	1	0	0	838091570d9a4b18d65a7b97a14eef415506708611ba6fe746aa2e972e6707b8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	4f575116d0fe44806174cb1ee76162d4090b3e38354aa0cfd90a99b738b99952
xiaonancs/openclaw-study	main	1	0	0	9d228bc912ee7798ac28040be805bcb4951bf2a157610e63ccbfcfc4465c2ea9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	fe57ee1e379c19c52dea0f74b2e301d5877637a1e071079c5cc0c1d75f9a8d6a
m24927605/ait	main	4	148	3	33ebe04345647ff3385c78ff9951cacc5f62f011942a67d89f34be93b37cd677	5597934ffe5d6902279d4f0b1824c4246bc9857bda5433062509be0868f1e143	README.md	5d30595375e4588fe3417c9ff459b6add89af59cb4f342709e7886f4f603bdb2
23ag1/completely	main	1	0	0	775ed2ca01e4aa694364615ea50d4432a61af51c5cb1bcf7283434e11f302186	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	f6f371353b1c25c803c589d182aaa9486b1b287c0a0cb7d4d43f8c4b6e36f180
akml2013/agent-harness-java	main	1	0	0	9e563899db686e0f43aaeadc08e5739f45808eba71c1ef57601a294eb4909839	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	29e95ff43d0b6d5a578fc956213be50ff2a7fde37f850577f0af53ae14e7d273
EpisodeYu/HarnessSmith	main	1	2	0	8bb8675cd33819ad5efbd323483ea5310853daac9d9445c6cfdc529d6f069f73	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	f5d6702ff85df283ce7c24c3b5d34e96ff63ae6d1c7901f247bde46c8e977ae5
beydemirfurkan/opencode-gladio	main	3	1	1	b522c224e910167d81c5721a04447de41612fc3d2e6893be86dc9947ce28d26c	9f829bd2883e8791fd458173459868262e93526b8893c7da6443b20d1d4392aa	README.md	d9e155bb878c692b8dc5e9cadfe8eb5abd696e6fc5da8dc08f9d6d256a4c211b
peter-olom/manor	main	23	0	27	aa43818923fe65a8333887650d3ef7289d2540e527bb5c38c4a513dead74a126	bcd25929135544faf4ccfbed79fcbbbe147753e693c9190d7d052149caf43f3d	README.md	d3767ef320726abf13ab3420f50edc30d8880c17c7a99db8a2e2a7e3f418184b
senweaver/SenHarness	main	1	1	0	5c3f1196e33fb04298f15a5c8b047b9d07db5cb6b41ddbd8a0fba03809ab3a62	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	7fc1480560a9a6494b9f30511731e1e4907775d0ce75cc1bd60325aa531ec72e
Arthurescc/harness-creator	main	2	0	2	fce18da86ef5753f462058996bc79bc48f7dcf2afffffba22341a0d8e01726dd	11a344f7401fa53a3a01b77480d22c854b57023201db48a745fa02b9352b699c	README.md	3e481235f6edeae9044af199a52fc677a80c3af2695d5c1079b88582cdb36300
yoshpy-dev/ralph	main	2	30	86	67943f1474aa406c6d19b3308e4299b0286740da7a872dbaff918c2195a9e64a	6a4f232a48aa303651f8e3929d25b3d4d43b47c89d9f115ae60ce2add1cc2cc9	README.md	555bd4c742c6cfcb44cfea930c2917b88a876cb05a742bb1f6fff08dfc7f4cd1
infoechoes/AutoBCI-Harness	main	3	0	14	3467c8ffa12d614234910bc638b7d7aeb933b2acabcc8ec73cdc197d5ae568fa	5a4e1fe2d8e738134cb199e63a7663b867af6f00ae377b694f7c130579aa6b90	README.md	975b0beed7fbef7f7bd4a393609095fad4f3b39276c1fc2fe4a599dab3d40afa
cobusgreyling/grok-build-arsenal	main	1	1	0	c94f3769d261b716b350b1588cd29326cf615a0c4bb9337e935d5b3b1dc71354	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	97a86f26a8595778abb27353abe30aabc1b354cfd94b55f5b80baa43388f5b5a
410979729/proofrail-openclaw	main	1	6	0	fd93f5dabe3941c09f5f573c7a37add7ef2e20cbdf21568b4521233c085862f9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	713009d742aae058647b3b92c29753285856a55236369483439bc1c6e5c6d6e7
framein-dev/framein	main	1	0	0	90377dbd2d7be4242995292d9dd872f5ec22b8abce2b6427aafa48e8c9fb1ad3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	ef074bcc32d1eb75886297bbe5dc4c4ddba3f30b8bb839bbe341834f44f450cd
xiaonancs/codex-source-analysis	main	1	0	0	6da494585fe9df18437469226ce812ed72f34b56b8e22c55fe21833daebbf8dd	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	319069ee8b07376fd7701a2d9a17a8104087d4f28f99801e00a886ff3b62bf64
memtomem/memtomem-stm	main	7	33	483	f2e045ad4b313182c0b26c7382c52f7591f743d65d205027ad6e62d54cd80bc5	9ddd63a8cb904bc2dedeab0cf30db9a56bb57d51ef41340902c6d6c16c2ac06a	README.md	65b9a23ebe74ec666d9a954ba89ad545d01da7be9cf800f6fef169a343c3ec75
Jonhvmp/leopold	main	3	20	37	07927588b18543132bb54b3cdff9164e73a4e22486582ea5ad8c4685616dac45	08d2ba2af9a05be5b916e3ed6e53a0322886dbd9a3aae89b62f4e9ae2231658b	README.md	c15fc2ef5e32d2be6c778a695d41a2a67e5c14a910d27cd381659f4f19267240
EthanSK/agent-bridge	main	5	4	4	552ad8b3c51e38bffd7d2b4672022623a8a0659d9fcd7186ecd46a3c7349793e	88b3724929641a1a6482a68651a993379e3a7d830ac575cdd081a6b0625c1f97	README.md	f014e3cdafeb341b791b3106ec3627b74dc10ee9dfc9e1a2f3f64f4c4b13dd7d
sky54laozhu/building-an-agent-harness	master	1	2	0	c9008d408a8df0fea8d3a4002f48ec4bed5916d70e3c8e3e779dcf7cbb83dd69	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	27da405a3dc702529a3f14a1ded95656b2628a28eaf998af3143a4674dc2feb6
BeamusWayne/HarnessTemplates	main	3	3	7	dcf47ce4df8080a7b32b7057fadf9617f69dbfd083a3ef15a69e7835a702339d	5623248ecb5fe669abcf92cf3a2fde78898580b77ff4d73f01cc6e11bd553a3a	README.md	75021fb3bcfda1d3f8dfe2f29a03d0b443c47ac1518ea44c0d906bb71c061ef5
mupozg823/codelens-mcp-plugin	main	302	107	290	13a5419737b8280445b87f80e400ecfd5e4a5402ad32cc9e0f0b9f96c06b9423	3ad7182dd3f3da252d69c32ab289b3da6b4eb6ab90472b1d58c75db934b1bd3e	README.md	0b5234ca071d9e8c163c9b396336402a45b6e89146adc6f34939b666ab49d247
droidnoob/hew	main	49	17	54	4cc4dd994ad1402b3d00c3d1929507c54270790e2963e5cfd7303b925fe0cc29	02c4a6496ab426c148ee587493b75d9847d3a57f252abc516f9e6b4733a92ccd	README.md	be2d8b93874422cb5892af94ee6dc03ae744b25f96d1eace41ed788c3bca6095
XXY-CH/Aetherion	main	3	1	2	c7328736a04f96795c0e4746d99b136a1f90cf0552f13aacc3a8b51c67bbc8f9	f8661f2bee10b8f1def62a0d202552c40e79f4aab08d357de771c8d75c841075	README.md	e11d73e699215c7b895283fd997d50befd20aa720aaa6c336e809b6e6d09987b
VibeCodingNights/agent-harnesses	main	1	0	0	7e095778cb8a53a7a7e9e78606cff8bc777ea30dce034c6cf957cce5096cced1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	a122c8d1f07d46d9c964583b37a7c43fb8502e83a32c85e3e26a562ebb7c70ed
isagawa-co/isagawa-kernel	main	2	2	3	38e21a921e1d9b74b7fca47d6288a3c855975f6a7d829aadfb69a12126e12229	3b17230d96c0f8c6641e991317bc912fafb1b59330c24cbc467b8ba7d147e01d	README.md	48089b10ca3cf5bb6a79227f381cd1c226a769e652072887179b6f8aaf8fa7d0
bettyguo/harness-engineer-roadmap	main	1	0	0	45d541ab193320437fbe7e841186ed2660d603cfcef2e621c7f7118b218a045b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	658706af5f00ecb7b89f00a95c0c8c1ec201a4525900a29fb8a6a599cf22d214
mirasoth/soothe	main	6	91	4	443a87320da9df0ef17802c0403a72ec3074f47c3d710f4dc2946ac295df22d4	3f31bc88b976914a420ae6d6e58c9db483f8ac1ddf1484c9adf5d3fad8014cf3	README.md	9dca283d3bdb8ce9942a9fc679a1bc98671b540e9c762fe87d1ed7c8ce749258
lyc-aon/successor-agent	master	1	18	0	723ee53aa8b0f223c1ebea52d351f25b766748740b7855cc287fab8697f15b7c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	382b85133ad5f4f9126717093726c879cbdb4cfba8566d031108fe450b19ce14
harshalmore31/phoenix-os	main	5	26	0	249c871cd6a8e7989862a67dd54dcffd13d0d4fe4d541f9335200af50659d957	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	1150397f5fa6eeed9a68eb761f9ecdd82cfe74a35aed4e5a9bfc146d22a02477
neurocis/a0_superordinates	main	3	27	0	aaa3ce8cbfaf2cd17432ee44cfaccd3172a63d3e679dc77a37d03cb1897e2fd8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	1a8f5c3e1686feaf0a8ce27a88217f941c6385f1b2b95c1d1727c947ad651987
Milind220/agent-sdk-rs	main	2	4	8	8836bddc6b54a4104c4b067211f71452e07409847f4480a8553f97f5d3fe4997	00842b3e85647d43feb32364817eacf5f018fc6f0bd1ff81eb362d10cc22c8b1	README.md	cd47f5d5f171513662ceb262e52bca28ae00c5ef486a017e16357755ea12e13a
yu-iskw/sqlfluff-complexity	main	18	13	51	53caf297893641bbeaffe7869bbfc97babb428bb8f0fcba52681bd237e6563cb	4f14990faecdc2ff58b333fa52b3e1d0d416b6b463b8b8cb7b3c03501f9d6288	README.md	b8d88bc0927a8b7f6f25816426359a5b42506ce9e536aa819bc72d3ff01e0a40
Parker617/whalefall	main	1	0	0	af6689fba1c42afbeeb78b9af9d92727005f8f1c1f6868cf3922e735e8eb1234	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	ae88ea7960b30b6695dbd610f5896943ad6639ba94705c6810f1a9fadbdd46b2
ar27111994/agent-harness	main	9	14	67	1e37417d746c33459e106fe1264f6f400122969d4fb4a75a84c699a533cdbe56	d20f86d22765a8790857de6229c272a4371c0ef3828c4af0b8d0ab0be736761d	README.md	0bed3954f49e1ef598a60d857fb680bbe0edb7496864157c45c27ede96defdcf
verkyyi/tokenman	main	85	6	96	bc68383b04423c4d6632c574602b56c628ee4b3da3adbe6443eefaea594107c0	b5e672060c902e890dd2c8b8af3cc8c8255a4272f9f21a74d94f057ec96c9efe	README.md	b208efadcad0382f4a3425c0be10fbfc928559aa3341524d3fd7d547b6c1f7ac
CaesiumY/harness-optimizer	main	1	0	0	66ead8795836e45a7022a23f4e1b6aecb0a62c51828d1b6d7d257cafdf18809b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	fbfd4190cb2bca7f0cbc121ddb4ec46fa08fe7d04d968f12fb3e7f8fbf392d29
gzhzk/nanodeer	main	1	0	0	d223cefcf38152807635d8dbdbce9fbbb321d0c30a66491554729cba9ed3b008	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	b3f6f9d4f2068ec6e45de00ec43adeda2b876826082a3dfef6a23c227dff334b
edwardZhang/sps-cli	main	1	0	0	296138fd3c11dd9b12fe695b11f1569b461aac1149c76b9152e211efa606fb19	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	f79606169705858f14464acf554fcb37349d669b483ae1884727cc5ff06b194b
GeorgeWingg/Neural-Computer	main	2	3	0	b595ec0eacc1bcf5bb341e8cafa5a1d0ffb82900c115e2c515227f48adc28cca	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	2f9d0408191f2934a5bbc07ca4587a4a5bdd6b573e457a6c58e5994307891e3d
jeanlag1/vibeharness	main	1	0	0	8d568d4594e4c448fe27c1cb395165b58770d3375555d0ede56f44dd89386ace	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	0937cf72a322b61ebf443f1e469aac6e4662c8244020f2e17d4b1c5972f0ba9c
mindtheproduct/vennie	main	1	0	4	ecf9682357c06465f69f1b41533340c5faf2864f5b2bcd0d50c18d03f4cc2ee3	9b915328036601deef3c1cf693baada53a3b82a7dc3ff9203e20665925510dcf	README.md	1ddbd34d5d3b31eac2734a607e7d1ba58b47e00262e778e7e4eeefbc7f129918
hoiung/sst3-ai-harness	main	2	3	7	8515ae86558d9c038856a79b9b588c73abc3c0f5b900e1f08edf83ed3b1415e2	b4ac8c199651496aaf5e8f30c25873ec83f4fc80387184d83ccd1120b4c9d774	README.md	838be0e1f2dfe0c23a0e227ff28fb228c2dd28f49f55c912747b1a5da2a45839
wujfeng712-ui/claude-code-harness-notes	main	1	0	0	f35c638e232a18638882947d23bf460a49212a53b55a5606e7a4d4da4d0d8913	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	e013fcc5730804bfaa7c0b42557615332f1d61ba81193aa9280fc57710b1e6aa
yenanjing/awesome-harness-engineering	main	1	0	0	ffbd6e89e3e7c591f033ba5ffacd966826043369274ecca8c9a8bbd70de2449e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	563e67573f4134127b703229e20d013520853e3d7da840d068419a8181fce35f
PatterAI/skills	main	4	0	3	6fb69f0ce57d164eb66fc2117c440c3ebba81d404e7e1643cac714f15fdff2af	ca22bdc1b02b0ecc2525ed767761bc55c6c4faae4d51d9559ffc2464f36a8557	README.md	ddfcaa8c94b173752800f70c0f49bb42961618e1b7bc4cc441ca77cff2edbf09
zester4/eltes	main	3	0	6	49aaea032cb7185fb084fb1f6b1c8524942056b96ac3dd8c99d3b348d187812c	3c9d44f2a2368e60c8460c98ed92a2436e54d271e85fb4336212bad27314d656	README.md	9cf6992fb483378c8a8fafa14dd758d3510599161dc4e42c3a442e624f396ec8
ferterahadi/canary-lab	main	6	6	33	bd8ebf0c5387a04192ab900fc0834a968c44ce12b3dafcb6837ddd2d8995e427	bd7148e1e4cd90a4f77bd6db4d9ab8c6182d58ee1cadd263340716be25cd5b2c	README.md	e692bf3ebe856973dac288c1e54bdf63462ded17094d19a48937ecde5c9788b6
onblueroses/strata	main	1	0	0	00ab20b4930b2a3174cbd5fc36246131c82fa2298ce4787ca151ace8eec16a34	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	ff99c3e35908563c0aa6f72430d0162083bb4de419a7b9cb589295f1f7c3b542
Muulor/AgentVis	main	1	2	0	9d190f1be833204ea14c294c19abccaa48f343eece19b552439cf1d1fb6b67da	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	27e28db378ad80d459ffe1f577da47643ddfddaac5314fb8b4a6fad8ff871217
dineshdb/pie	main	1	3	0	4bace832fbf453625a6ec2d94a2d861ca1c7ca777bbc13a1589667c7edaebe6a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	1a218d9dee88ec89c45ba66dc3129975ff0fb56947eed0d27996de06eb204db2
