source	default_branch	size_kb	default_file_count	head_count	tag_count	pr_ref_count	refs_considered	content_entry_count	unique_blob_count	all_ref_content_sha256	status	failure
headcrabz/horizonX	master	175	91	1	1	0	2	181	92	c8ec0755a075355cf0330806e32fc6b9a6228657532bc05a7df1f8049fd99ea2	ok	
wujfeng712-ui/claude-code-harness-notes	main	194	86	1	0	0	1	86	86	1f02be5e1190cab4e27777e2f6cc514f8b9aac314f2ba5f5a3a67ace9085c89e	ok	
ziyilam3999/local-first-agent-harness	main	199	62	12	3	33	48	2185	136	149391ee226a63c51193e0ae3257f8f35b200ece4d38eadcde22741a8f8dc4ee	ok	
MatthewZMD/agent-digivolve-harness-loop	main	202	43	1	0	0	1	43	43	62cb1568e751c5d1baa50dd942100795de5f39142df9c92c87ead78f82754a80	ok	
BeamusWayne/HarnessTemplates	main	208	58	3	3	7	13	679	101	e0f340ce2ef50574cd45ec82494464d5df56108a8b1278b75ea358db864901b7	ok	
primorLee/harnesslab	main	210	44	1	0	0	1	44	44	a51a10ea6d3e8ef6d4c04498109220e0d8f4e2f574749f8dc3e717ec4ef465d8	ok	
wang2-lat/micro-harness	main	210	41	1	0	0	1	41	38	c4d55dfd0264c5bbc6c7156a34550037efb669b2758b0eb2f01410ef0f9e72cf	ok	
huahuadeliaoliao/long-long-run	main	224	25	1	1	0	2	49	26	c81a9196a55fd9574353c6b2b8bd2ec8ac555ce1f00d729a352867dae6e72814	ok	
CarlSR9001/whetstone	master	229	121	1	0	0	1	121	121	a42fc85f2fc6df26ecdd4d123e41500532d2a2044cd0f77fa4708c9230ec8a1b	ok	
WhiteNoiseK/agent-harness-starter	main	229	97	1	0	0	1	97	97	f03c9fd9e84bb2ef07d87000a385d69fd508df6b2bb8716bc7ffa7d29ebbc1c8	ok	
kolife01/evifarm	main	230	46	1	1	0	2	92	45	4c294a0c6b64e2bf42e53519f06676c174c8a67cf12d3c37bdd87af714b01b58	ok	
blixxurd/context-agent-harnesses	main	235	76	1	0	1	2	145	83	9461bc07359003727ca979d15662fe0058683ef84d4913b02bebc88bda019734	ok	
s-hiraoku/codex-harnesses	main	237	117	23	0	25	48	4625	237	5df43d9778e353221f21ae0131e37d6e5cf57e954c77ddff03de222d6a0b9930	ok	
kiaquila/unicorn-hub	main	248	126	6	0	13	19	2031	241	d7a9e6bb23fdd40306e82631f3d53973ed9b261183382d6d47ad61b144d5a09c	ok	
bharat3645/The-Ideal-Harness	main	259	125	2	0	0	2	268	195	85291299eef82016d8d29d5ce08b255e60f47646c92885533f955e8964531f21	ok	
WhiteNoiseK/claude-codex-harness-loop-starter	main	271	112	1	0	0	1	112	112	2309abba9704422674cb9ee9a36106339561979d1691a708b8b1bb6c420e43ad	ok	
alvis-HaoH/gkd	main	282	25	1	0	0	1	25	25	072421a46a02d22c7cc5c860ff0161e70b572d63f75545f0ea7b44a80e8ec58d	ok	
dsshap/pi-packages	main	288	78	1	0	0	1	78	75	c3c8db195df483070c98a6aa12a80297bea172326eace89ec4afc049cba97adc	ok	
dahrkai/dahrk-node	main	288	87	6	2	7	15	1254	119	e0f89e0d43a9f311670d7c812689179f81214f9b6dd8b69949dc3f97e0c8f3cb	ok	
jimmc414/opal-harness	main	291	612	1	0	0	1	612	519	e03b355cb267a87ca1b9b74da4a233b6b808fa6ac77d074fbfc24092aeae0417	ok	
sun9huni/claude-codex-coordination	main	301	99	1	9	3	13	1007	187	67cc843a38d844d374595c2b3849fb67ea7932d315521804db3c906ecf2f1193	ok	
Parker617/whalefall	main	302	91	1	0	0	1	91	91	8e724df705b57dc3856da8d5e1d172b11729841c5f258ec6ef10c1056339d710	ok	
estefanotuyama/radio-mcp	master	304	69	1	2	21	24	1453	206	addd59753cbe7d08ddf24df0ae0bce2ff7d44cf1205b96b404f5bc8359c38320	ok	
gzb1128/skill-forge	main	307	74	23	0	25	48	2298	193	8c70c1a736ee4ca6931c37859a09aebd1f195bc0417d50bd09be6693e78857d4	ok	
Othunderlight/tammam-agent	main	309	98	2	2	3	7	546	144	515ba474817fc4bccdf26706fb8001bcd98638af53526b7b8d7cabf8e7e4a8d4	ok	
agi-friendly/domain-navigation-layer	main	315	114	2	0	1	3	353	169	abb8814bc152d1b869de8d07c360cadcbbb71c85d3f922046094231dba62ffb4	ok	
SyntagmaNull/ai-agent-reliability-harness	main	316	72	1	0	0	1	72	72	65e96dedf48367354177371ab1eaadda8807defb4fbfc85e871d35e61585dab0	ok	
Mattyreed1/fractal-agent-team-starter	main	320	72	1	0	0	1	72	69	de743677f1b6cea732886900730f89ef781b38be2529cfe2b0b473d7e63adb60	ok	
yenanjing/awesome-harness-engineering	main	321	5	1	0	0	1	5	5	7c7f6bd593e6ec6efb588c0c768fa2dba10ee7335cbc47635b7a7ad9d4573f5c	ok	
Luis247911/universal-ai-workspace-foundation	main	327	193	1	2	0	3	538	228	3437b4acce9271d49d284e2d547955e5c284e5fdca60d560a54b17465180f5f7	ok	
Thakurvaibhav/platform-agent-harness	main	331	104	2	0	10	12	1046	205	7e59ff16ac9791177dba47dbb5d874dd0033fa1b8e7e074621042a9ac2bb9d81	ok	
RubenHaisma/rl-studio	main	338	45	1	0	0	1	45	45	aa991be6c8f258a912efbce8f06308449c86757af8a5b5de2a97f54b1e830d6b	ok	
imagent-lab/learn-openai-responses-api	main	348	162	1	0	0	1	162	162	709e556befa7916c88d90e9788a4d8dea690730239c58f6ade0d2882e09cf148	ok	
BeamusWayne/trace-vault	main	354	88	1	2	0	3	262	94	0d5e06b3d4d5db960ed285617a8718538ff39aa1208229df67073e960fe1ec64	ok	
410979729/proofrail-hermes	main	354	47	1	11	0	12	495	178	552416d7d2c911e6ab1f3d21e8f06f9b26940c421ea7f413c98fb0242c541be2	ok	
Arakiss/greco	main	360	81	1	0	0	1	81	81	318e39d5f72185fcb42d2ec68edcd51dd174b9c4807d62c61df7ab2a1d9e29af	ok	
0kim0bos/yam	main	363	64	1	1	0	2	126	104	cfada6c8b366d902b173bcfb21864f6ca9dabcd928d57d51057829d34c0ee81f	ok	
7-e1even/learn-agent	main	366	84	1	0	0	1	84	77	f64b7e28a6729cf3402558d9639c8b4e506192372c9ae201c4de5df83b307503	ok	
mike-diff/sesh	main	373	112	2	1	36	39	3909	265	ea59e03f2c2d1e441574717c012f4145dd179d3fb8f038e506f417786818b65b	ok	
lordaeternus/agent-execution-harness	main	385	217	3	12	16	31	4769	571	0e54672c075b1f90c5619319b3bc73c1cbf6ef57169b1a7ae1dee80cf4a0ca53	ok	
410979729/proofrail-openclaw	main	389	59	1	6	0	7	305	114	c6b945653946aefbb6db7c42a4336505f513cfa53d92b919611b0dadd008ea1e	ok	
WhiteNoiseK/multi-agent-harness-loop-starter	main	410	123	1	0	0	1	123	123	a827b9cb9d7e32700d7eeb11fbea2cbd01f74412901d70f128312176397ac5b1	ok	
edvinhallvaxhiu/langchain-task-steering	main	412	47	5	5	8	18	737	111	6f79da9cd86c2418f878c7874aeadebbb77d4033f91e104c7adad3b3f243ad33	ok	
playbasis/agent-os	main	416	92	1	0	1	2	180	104	90ccd6fb10db62b2912bb19a0c0d36b16bf15b104337c14ae106fffe79b96da9	ok	
jacksonanstee/agent-harness-JA	main	416	123	1	0	12	13	1046	213	88717361997d2dfcfc35d4197f930c39611653307646e00a2a8846a1003678ec	ok	
Dominien/hubspot-sales-agent	main	417	90	1	0	1	2	180	85	110912c8f8b75ae6f24ba74efdd029cea735969261c08b4a6da5b1a155ab50d9	ok	
ai-boost/awesome-harness-engineering	main	423	12	4	0	188	192	2306	194	8f44303760969a15206361f810a1e705fb24a8802671a060194bca6ffc770065	ok	
move-hoon/sober	main	425	93	1	18	0	19	1837	297	402d635d2470227f83559e887875b5cf080f36d57a5321545de61354449685d7	ok	
PatterAI/skills	main	426	15	4	0	3	7	103	26	9749a182ed5e950d3ac117634f9ca43e64ea14866f8de59acf13457a550c274b	ok	
TorstenC/agent-harness-anatomy	main	430	21	1	0	0	1	21	20	00214385372b29dec4355df2d0c8d770d241cc8eb74b69d04e8508e82a3e28a9	ok	
dunkeln/signals	mucho	444	76	1	0	0	1	76	76	16c7ce0accf0985dbcf6d6d47ba8a2f2797bfaabe346ec784fb8700a2ba9d3ca	ok	
kulapoo/opencode-agent-harness	main	444	165	1	0	0	1	165	165	5c2f163c94519c5137b8f85bc8cf2dcba20afb30e8f1d94178999ead638a9cea	ok	
danielvogler/deep-agent-swe-harness	main	445	27	1	0	1	2	44	37	56891dc3832a4109241f158bcf332cf8f4c6a6c17c448d783aa7630b85676e60	ok	
Chris-Rebentisch/dualpass	main	455	90	1	12	0	13	972	235	d562abc64068902a0e694846cd0689683725d7789532e3b855a8d98ad66c3608	ok	
cobusgreyling/grok-build-arsenal	main	456	71	1	1	0	2	139	59	dd3183f84f3996410e06b3a1a1747675d1cc16a604f3b72234cf612fcc70de23	ok	
mantaray0/crew	main	464	68	1	27	38	66	4443	463	b77e095431b37231169eda7b6e66b2e878660a24233cab328cd0566aa3aaece3	ok	
barry166/tiny-claw	codex/session-plan-mode-cli	466	134	1	0	0	1	134	134	c081a60cfc093b3b7e40de5b517479d7ea02c2133954f69b5d9e7da1dd0c5e43	ok	
inngest/utah	main	466	81	5	0	26	31	1581	285	5259e662337f7759aea6d853e7d83eafe34cbe6d29d0193a842e0854f8fcffd5	ok	
shamspias/reins	main	471	179	30	0	33	63	6807	321	520374829cee1577def198c4f7b551d592163b4f7617cb78898a81ad1642d5c1	ok	
Picrew/awesome-agent-harness	main	472	53	1	0	50	51	2053	163	d5a5c43aaf825cc3169645fa2798b6b64c6963436256840d65e5e78703951abb	ok	
