source	default_branch	stars	license	readme_status	word_count	line_count	families	evidence_terms
lobehub/lobehub	canary	79547	NOASSERTION	ok	2301	554	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	curat|model|docker|terminal|shared|History|context|lint|api|task|Phase|install|ci|Project
Mintplex-Labs/anything-llm	master	62696	MIT	ok	2039	321	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	Model|environment|tui|message|cron|QA|token|prompt|security|api|Task|workflow|install|CI|rules|query
agentscope-ai/QwenPaw	main	20934	Apache-2.0	ok	3600	556	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|Qwen|VM|preview|channel|loop|qA|history|Skill|Security|api|task|Guard|marketplace|ci|project|with Skill|Topic
holaboss-ai/holaOS	main	5490	NOASSERTION	ok	1929	235	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	runtime|environment|dashboard|lock|long-running|token|learn|Safe|tool|task|workflow|Install|ci|template
peteromallet/desloppify	main	2965	NOASSERTION	ok	1309	151	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	claude|worktree|session|conflict|loop|candidate|prompt|lint|tool|plan|State|install|check|project|score
ai-boost/awesome-harness-engineering	main	2831	NOASSERTION	ok	22090	576	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	Awesome|model|sandbox|session|lock|loop|benchmark|Observability|context|Permission|tool|plan|State|package|ci|template|Eval|Harness Engineering
trustgraph-ai/trustgraph	master	2268	Apache-2.0	ok	1754	201	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|model|environment|Terminal|message|receipt|token|context|safe|api|spec|workflow|package|ci|project|eval|query
limecloud/lime	main	1458	NOASSERTION	ok	461	251	runtime_capability_matrix,skill_memory_hygiene,tool_augmentation,state_machine_tool_policy,extension_preset_bundle_registry	model|prompt|search|workflow|install
Picrew/awesome-agent-harness	main	1423	NOASSERTION	ok	9978	474	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	Awesome|integration|sandbox|session|shared|loop|benchmark|Observability|Learn|safe|tool|plan|state|manifest|Ci|project|Eval|harness engineering
tmgthb/Autonomous-Agents	main	1337	MIT	ok	42155	3785	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	taxonomy|Qwen|environment|session|Shared|Autonomous|judge|provenance|Memory|policy|search|task|State|Bundle|ci|project|Eval
first-fluke/oh-my-agent	main	1152	MIT	ok	2101	352	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|Claude|worktree|Monitor|coordination|Loop|QA|observability|skill|egress|tool|spec|workflow|package|ci|.agents|score|query
thClaws/thClaws	main	1145	Apache-2.0	ok	2457	327	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|Gemini|worktree|terminal|lock|loop|judge|token|prompt|permission|tool|task|workflow|install|ci|project
Team-Commonly/commonly	main	1078	NOASSERTION	ok	2787	394	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	list|Claude|pod|board|lock|loop|history|memory|secret|tool|plan|workflow|Marketplace|ci|project|taxonomy
Chorus-AIDLC/Chorus	main	1064	AGPL-3.0	ok	2841	444	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	List|cursor|Docker|session|heartbeat|wake|reviewer|observability|skill|permission|search|task|workflow|preset|ci|project
AI-Builder-Club/skills	main	779	NOASSERTION	ok	885	122	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	Claude|isolate|board|shared|loop|skill|plugin|task|marketplace|ci|template
mateaix/mateclaw	dev	702	Apache-2.0	ok	2350	259	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	Curat|runtime|VM|preview|channel|loop|evaluate|token|Skill|egress|Tool|Plan|State|registry|ci|project|eval
desplega-ai/agent-swarm	main	578	MIT	ok	2094	285	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	catalog|CLAUDE|isolate|Dashboard|shared|autonomous|qa|history|Memory|credential|Linear|task|workflow|bundle|Pull Request|template|eval
zhnt/loushang	main	522	Apache-2.0	ok	659	100	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|model|environment|terminal|shared|cost|context|policy|tool|plan|workflow|extension|ci|project
AutoJunjie/awesome-agent-harness	main	473	NOASSERTION	ok	3337	224	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	Awesome|model|environment|session|thread|loop|benchmark|cost|context|lint|tool|spec|Workflow|manifest|ci|AGENTS.md|with skill|harness engineering
SponsioLabs/Sponsio	main	465	Apache-2.0	ok	765	104	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|runtime|vM|status|lock|loop|judge|cost|prompt|safe|MCP|proposal|guard|install|ci|project
exon-research/genomi	master	459	Apache-2.0	ok	3043	554	agent_catalog_watch,runtime_capability_matrix,session_command_center,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	catalog|model|Session|sleep|candidate|trace|context|search|task|state|INSTALL|ci|AGENTS.md|score|query
clawdotnet/openclaw.net	main	432	MIT	ok	1893	275	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|runtime|environment|session|Channel|retry|verifier|Token|memory|Security|Plugin|spec|State|Bundle|ci|project|eval
ruvnet/metaharness	main	427	MIT	ok	2931	420	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|model|VM|terminal|shared|cron|benchmark|provenance|memory|policy|browser|archive|workflow|package|GitHub Action|project|Score|query
shamspias/customizable-gpt-chatbot	main	395	NOASSERTION	ok	1835	244	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|runtime|sandbox|status|loop|cost|skill|policy|tool|task|workflow|install|feedback|template|eval|query
agentic-in/inferoa	main	394	Apache-2.0	ok	842	179	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|model|session|lock|Loop|Token|Prompt|safe|tool|spec|state|package|ci|project|rubric
deonmenezes/mantishack	main	364	Apache-2.0	ok	1436	159	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	catalog|Codex|sandbox|TUI|lock|autonomous|verifier|history|prompt|security|tool|spec|state|Install|ci|project
Gloriaameng/Awesome-Agent-Harness	main	299	CC-BY-4.0	ok	4808	575	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	List|Model|Sandbox|monitor|Coordination|autonomous|Benchmark|token|Context|Security|Tool|Plan|State|Registry|ci|project|Eval|Taxonomy
manthanguptaa/water	main	293	Apache-2.0	ok	2074	674	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|Model|sandbox|SESSION|shared|Loop|benchmark|observability|context|guard|tool|task|Install|ci|project|Eval|topic
0xNyk/lacp	main	288	MIT	ok	2036	455	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|Claude|worktree|Status|lock|loop|benchmark|provenance|memory|policy|tool|plan|workflow|Install|ci|template|eval
RyanAlberts/best-of-Agent-Harnesses	main	250	CC-BY-SA-4.0	ok	7061	383	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	Curat|model|environment|Terminal|lock|scheduler|evaluate|token|memory|lint|search|spec|state|registry|ci|Project|with skill|query
omnirexflora-labs/omnicoreagent	main	244	MIT	ok	2567	534	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	model|environment|session|shared|loop|event|memory|guard|tool|task|install|ci|project|eval|query
LearnPrompt/cc-harness-skills	main	221	MIT	ok	851	189	runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	Runtime|session|shared|sleep|Skill|tool|PLAN|workflow|bundle|ci|template|topic
Intelligent-Internet/zenith	main	208	Apache-2.0	ok	1389	186	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	Claude|isolate|session|Long-Running|Benchmark|cost|skill|SECURITY|MCP|Task|workflow|install|ci|project|query
ReinaMacCredy/maestro	main	207	MIT	ok	5949	780	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|model|container|session|thread|loop|QA|history|context|credential|tool|task|workflow|Install|CI|project|score|query
bitrouter/bitrouter	main	199	Apache-2.0	ok	1641	218	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	catalog|model|environment|status|lock|loop|evaluate|Cost|Skill|policy|tool|task|workflow|install|ci|rules|eval
mattolson/agent-sandbox	main	187	MIT	ok	2077	336	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|runtime|Sandbox|terminal|lock|event|prompt|egress|API|spec|state|extension|ci|project|eval|query
Zleap-AI/Zleap-Agent	main	177	NOASSERTION	ok	1079	252	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	model|Docker|Preview|message|long-running|history|memory|permission|API|task|workflow|package|feedback|project|eval
sd0xdev/sd0x-dev-flow	main	173	MIT	ok	3299	493	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	catalog|Claude|sandbox|Session|lock|loop|reviewer|event|context|safe|tool|Plan|state|bundle|ci|rules|eval|Harness Engineering
enmanuelmag/agent-harness-kit	main	172	Apache-2.0	ok	4553	784	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|provider|sandbox|dashboard|coordination|retry|Reviewer|history|memory|permission|tool|task|workflow|Install|check|project|grading|query
Magma1321/mythos-agent-pipe	main	151	NOASSERTION	ok	1500	223	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	Claude|Docker|preview|channel|autonomous|test harness|latency|context|egress|tool|plan|Phase|bundle|CI|project|query
romiluz13/cc10x	main	150	MIT	ok	4903	885	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|Claude|isolate|Session|message|Loop|verifier|history|context|guard|plugin|spec|workflow|Install|ci|rules|eval|taxonomy
RUCAIBox/awesome-agent-harness	main	140	MIT	ok	7173	696	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	Curat|Model|Environment|Status|Channel|loop|Benchmark|Trace|learn|Security|Browser|Task|Workflow|Ci|Project|Eval|Harness Engineering
inngest/utah	main	132	Apache-2.0	ok	1961	298	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	Curat|provider|environment|monitor|message|loop|observability|context|tool|spec|state|install|check|template
UnicomAI/UniHarness	main	125	MIT	ok	1818	290	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	taxonomy|runtime|sandbox|terminal|lock|autonomous|Observability|context|safe|API|task|workflow|Install|ci|project|with SKILL
deepfates/cantrip	main	119	MIT	ok	1883	364	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	curat|runtime|environment|status|thread|wake|evaluate|token|prompt|policy|tool|spec|Workflow|package|Ci|project|eval
wulawulu/learn-claude-code-rs	main	115	MIT	ok	1101	206	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	claude|worktree|status|message|loop|event|learn|permission|tool|plan|workflow|CI|project|topic
RightNow-AI/AutoMegaKernel	main	100	MIT	ok	2149	247	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	Claude|VM|Status|lock|loop|cost|context|egress|search|spec|state|package|ci|AGENTS.md|eval
SonicBotMan/SoloFlow	main	100	NOASSERTION	ok	1410	397	agent_catalog_watch,runtime_capability_matrix,session_command_center,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|Integration|status|retry|Observability|memory|permission|tool|task|Workflow|package|ci|template|Score|topic
shamspias/reins	main	90	MIT	ok	2995	476	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|model|Docker|Status|lock|loop|token|prompt|safe|API|spec|guard|install|ci|rules
mturac/everything-openai-codex	main	83	MIT	ok	10402	1706	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	catalog|Codex|environment|session|lock|loop|Reviewer|Token|skill|safe|plugin|Plan|workflow|marketplace|ci|project|eval|query
7-e1even/learn-agent	main	82	MIT	ok	378	91	runtime_capability_matrix,mailbox_conflict_locks,autonomous_loop_receipts,skill_memory_hygiene,security_credential_egress,tool_augmentation,extension_preset_bundle_registry	Claude|message|loop|learn|permission|API|package
WanLanglin/-awesome-cc-harness	main	74	NOASSERTION	ok	685	148	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,feedback_session_intake,skill_efficacy_evaluation,harness_taxonomy_curation	awesome|Claude|sandbox|session|lock|loop|telemetry|context|permission|tool|Plan|ci|eval|Query
smartcomputer-ai/lightspeed	main	69	Apache-2.0	ok	1917	297	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,skill_efficacy_evaluation	catalog|Claude|VM|session|shared|loop|history|context|security|tool|task|workflow|package|ci|Eval
genai-io/san	main	66	Apache-2.0	ok	1341	264	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|runtime|sandbox|terminal|message|loop|benchmark|cost|learn|permission|search|spec|state|extension|ci|project
vitaliikapliuk/modelharness	main	62	MIT	ok	1690	194	runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	model|session|lock|loop|benchmark|token|skill|plugin|plan|state|package|ci|rules|Grading
appsoftwareltd/vscode-agent-kanban	main	57	NOASSERTION	ok	2356	268	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|Copilot|worktree|kanban|shared|loop|history|context|safe|API|task|workflow|extension|CI|AGENTS.md
mvschwarz/openrig	main	50	Apache-2.0	ok	1160	168	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|model|pod|terminal|coordination|cost|skill|secret|search|plan|state|install|ci|project|with skill
