source	default_branch	stars	license	readme_status	word_count	line_count	families	evidence_terms
imagent-lab/learn-openai-responses-api	main	1	MIT	ok	1499	315	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	runtime|isolate|session|message|loop|observability|Learn|Permission|API|task|workflow|install|ci|template|eval|harness engineering
guilingzhouyi-creator/NOMOS	main	1	MIT	ok	166	63	runtime_capability_matrix,mailbox_conflict_locks,verifier_council,observability_provenance,change_package_delta_archive,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	model|channel|Benchmark|event|constitution|Ci|rules|eval
HaaaappyDay/what-is-harness	main	1	MIT	ok	218	20	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,autonomous_loop_receipts,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,agent_ssot_projection	model|sandbox|Status|loop|prompt|permission|tool|Plan|project
hjnnjh/agent-learning	main	1	NOASSERTION	ok	272	64	agent_catalog_watch,runtime_capability_matrix,autonomous_loop_receipts,verifier_council,skill_memory_hygiene,tool_augmentation,agent_ssot_projection	list|Claude|loop|verifier|learn|tool|project
gjkoplik/hiveplotlib-agent-harness	main	1	NOASSERTION	ok	32	6	tool_augmentation	search
DancingCircles/billing-ops-copilot	main	1	MIT	ok	549	192	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,observability_provenance,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	Copilot|Docker|Status|message|token|memory|API|Plan|workflow|install|check|project
LeHungViet/scroll	main	1	MIT	ok	1906	212	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	runtime|Worktree|session|lock|loop|judge|cost|prompt|Safe|search|task|State|install|check|rules|eval|topic
mossagents/moss	main	1	NOASSERTION	ok	1064	313	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake	runtime|sandbox|Session|Message|retry|test harness|Event|prompt|safe|Tool|plan|guard|preset|ci
lian-tian-mo-zun/minimal-stable-python-agent	main	1	MIT	ok	951	265	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|runtime|Environment|session|lock|loop|history|learn|guard|search|task|state|Install|ci|project
AtharshKrishnamoorthy/ARIVU	main	1	MIT	ok	902	237	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	curat|Model|Docker|Dashboard|channel|autonomous|Observability|Context|secret|MCP|spec|Install|ci|project|query
gzb1128/skill-forge	main	1	MIT	ok	954	143	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	curat|Claude|environment|status|message|autonomous|judge|history|skill|lint|plugin|spec|workflow|marketplace|ci|rules|eval|topic
elizabethfuentes12/resilient-agent-harness-sample-for-aws	main	1	MIT-0	ok	1653	139	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	Model|sandbox|session|channel|loop|verifier|Event|memory|egress|tool|task|Guard|package|ci|Project|Eval
luislozanogmia/fixingrok	main	1	MIT	ok	1025	165	runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	model|session|channel|autonomous|test harness|trace|prompt|Tool|task|state|Install|ci|AGENTS.md|query
KoreanCode/orange-hyper	main	1	MIT	ok	1951	326	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|Adapter|status|shared|loop|telemetry|memory|Policy|MCP|proposal|workflow|Package|CI|project|Eval
NullNyx/just-harness	main	1	MIT	ok	530	106	agent_catalog_watch,runtime_capability_matrix,skill_memory_hygiene,security_credential_egress,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|Codex|prompt|lint|task|workflow|install|CI|project
Catfish-75/claw-task-hub	main	1	MIT	ok	1413	283	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|runtime|Environment|session|heartbeat|autonomous|history|context|safe|Linear|Task|workflow|install|ci|project
jimmc414/opal-harness	main	1	NOASSERTION	ok	1070	147	runtime_capability_matrix,session_command_center,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	integration|status|Loop|cost|prompt|GitHub issue|Plan|state|check|Project|eval
hiloopai/hiloop-interceptor	main	1	Apache-2.0	ok	1338	196	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|integration|sandbox|Status|shared|loop|benchmark|telemetry|context|lint|API|plan|bundle|ci|project
AnayDhawan/oss-launch	main	1	NOASSERTION	ok	482	79	agent_catalog_watch,runtime_capability_matrix,session_command_center,skill_memory_hygiene,security_credential_egress,tool_augmentation,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|claude|Status|skill|SECURITY|GitHub issue|workflow|install|CI|template|fixture
uppifyagency/loop-kernel	main	1	MIT	ok	2429	327	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|Claude|terminal|lock|loop|verifier|cost|memory|guard|plugin|TASK|state|package|check|AGENTS.md|score
BeamusWayne/Alfred	main	1	MIT	ok	2162	251	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,skill_efficacy_evaluation,harness_taxonomy_curation	curat|runtime|sandbox|Status|lock|autonomous|trace|memory|SECRET|tool|spec|workflow|Install|ci|rubric|query
acoyfellow/terrarium	main	1	MIT	ok	4410	496	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,skill_efficacy_evaluation	landscape|OpenCode|Docker|status|mailbox|receipt|judge|event|context|security|MCP|archive|workflow|manifest|ci|timing
shiftbloom-studio/myosotis	main	1	Apache-2.0	ok	467	113	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	CLAUDE|Docker|board|Shared|long-running|skill|Secret|MCP|plan|workflow|install|check|Project
terva-sh/terva	release	1	MIT	ok	1660	211	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|model|sandbox|status|thread|loop|event|Context|permission|tool|spec|state|install|ci|project
xLabel/AutoPatch-J	master	1	NOASSERTION	ok	766	273	runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake	runtime|session|lock|loop|Verifier|Memory|search|plan|Workflow|install|Check
the-sid-dani/second-brain-os	main	1	MIT	ok	847	101	runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	Claude|session|message|autonomous|prompt|search|plan|workflow|install|ci|project
samiralibabic/open-ended-agent	main	1	MIT	ok	1747	368	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,feedback_session_intake,agent_ssot_projection	curat|model|environment|Preview|channel|loop|candidate|trace|learn|policy|tool|task|state|ci|rules
jd-solanki/krutrimbox	main	1	NOASSERTION	ok	208	34	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,security_credential_egress,tool_augmentation,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	Codex|Sandbox|session|credential|GitHub issue|state|install|pull request|template
zkhorozianbc/reps	main	1	MIT	ok	1282	305	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|model|Status|LOCK|candidate|trace|context|credential|Search|task|Install|ci|template|Score
wang2-lat/micro-harness	main	1	NOASSERTION	ok	1743	241	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	Claude|environment|Status|message|retry|Benchmark|Token|learn|Permission|tool|task|state|Install|Ci|rules|Score|Harness engineering
baksohyeon/mogui-agent-harness	main	1	MIT	ok	1937	191	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|Claude|preview|Conflict|loop|judge|history|context|safe|MCP|plan|state|install|ci|project
RasputinKaiser/Self-Improvement-Plugin	main	1	MIT	ok	3068	471	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	List|Codex|worktree|Status|lock|loop|QA|event|Memory|egress|Plugin|task|workflow|package|CI|project|eval|topic
anthony-maio/agent-harness-90m	main	1	MIT	ok	549	148	agent_catalog_watch,runtime_capability_matrix,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|model|lock|loop|token|prompt|policy|tool|Task|Allowed tool|registry|ci|Project|eval
mantaray0/crew	main	1	MIT	ok	5655	655	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	list|Claude|isolate|session|shared|loop|reviewer|history|skill|Guard|plugin|plan|workflow|Install|CI|Project|topic
Othunderlight/tammam-agent	main	1	GPL-3.0	ok	1425	243	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	List|Integration|environment|Session|Channel|receipt|token|Prompt|Credential|API|spec|Workflow|Registry|ci|Project
cpplain/lorah	main	1	MIT	ok	220	74	runtime_capability_matrix,mailbox_conflict_locks,autonomous_loop_receipts,skill_memory_hygiene,tool_augmentation,extension_preset_bundle_registry	Claude|message|loop|PROMPT|tool|Install
janani-h-kumar/em-ai-labs	master	1	MIT	ok	828	230	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|Provider|environment|board|Observability|Memory|Lint|Tool|plan|workflow|registry|CI|Template|eval
maxkskhor/pokemon-harness	pokemon-harness	1	MIT	ok	1562	179	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|model|environment|status|lock|loop|Benchmark|trace|prompt|policy|tool|spec|state|Install|ci|project|timing
gloweaseco-leo/gloweaseco-leo	main	1	NOASSERTION	ok	377	71	agent_catalog_watch,runtime_capability_matrix,session_command_center,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	Taxonomy|model|board|loop|QA|Trace|Skill|Tool|task|workflow|check|Project|Eval
bhanuvikas/minion-cli	main	1	MIT	ok	2344	398	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|model|isolate|terminal|lock|loop|candidate|history|memory|permission|MCP|plan|workflow|Install|Check|project|score|query
dotoricode/tink-harness	main	1	MIT	ok	2287	329	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|Claude|environment|status|lock|loop|candidate|token|context|safe|tool|task|state|package|ci|project|score
pko89403/A-RAG	main	1	NOASSERTION	ok	666	161	mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,feedback_session_intake,skill_efficacy_evaluation,harness_taxonomy_curation	message|Autonomous|event|Retrieval|search|Plan|ci|eval|query
kedarvartak/rote	main	1	MIT	ok	859	133	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	landscape|model|environment|Status|lock|loop|benchmark|token|memory|safe|browser|plan|state|package|ci|rules|fixture
contextosai/skills	main	1	MIT	ok	466	104	runtime_capability_matrix,mailbox_conflict_locks,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	Claude|message|Skill|plugin|spec|workflow|Install|ci|template|score
samuelnp/centinela	main	1	MIT	ok	1162	214	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	list|Claude|environment|session|lock|loop|QA|context|guard|Tool|Plan|workflow|install|ci|project|harness engineering
playbasis/agent-os	main	1	Apache-2.0	ok	666	111	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|model|sandbox|Status|lock|loop|benchmark|trace|Prompt|secret|API|spec|package|ci|project|eval
0kim0bos/yam	main	1	MIT	ok	2068	263	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|runtime|status|shared|loop|QA|Token|Context|Security|search|task|state|install|ci|project
Zwc-11/Murmur-ai-harness	main	1	MIT	ok	1562	261	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|model|isolate|preview|lock|loop|benchmark|cost|egress|API|task|workflow|bundle|ci|project|eval
nanawanzii/deli-autoresearch-skill-protocol	main	1	MIT	ok	544	95	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|model|session|heartbeat|loop|skill|search|task|state|Install|check|project
kentunderage549/cc-harness-skills	main	1	MIT	ok	804	159	runtime_capability_matrix,session_command_center,mailbox_conflict_locks,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	codex|session|coordination|skill|security|tool|task|workflow|Install|check|template|Topic
alexsds/ade-workflow	main	1	MIT	ok	585	121	runtime_capability_matrix,session_command_center,autonomous_loop_receipts,verifier_council,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	Claude|status|long-running|QA|context|security|plugin|plan|Phase|Install|ci|project|Eval
nevenincs/vaultspec-core	main	1	MIT	ok	1291	243	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,observability_provenance,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	taxonomy|integration|terminal|lock|history|Context|MCP|spec|workflow|Install|ci|project
agi-friendly/domain-navigation-layer	main	1	Apache-2.0	ok	1327	280	runtime_capability_matrix,session_command_center,mailbox_conflict_locks,verifier_council,observability_provenance,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	model|session|shared|QA|token|knowledge|search|archive|workflow|bundle|ci|project|query
rjunee/neutron	main	1	Apache-2.0	ok	3137	452	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|Claude|environment|session|channel|autonomous|token|memory|credential|API|spec|state|bundle|ci|project|score|topic
lastmindforever36/agent-grounded-infrastructure	main	1	MIT	ok	1642	368	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|Codex|Preview|lock|long-running|Judge|token|prompt|safe|MCP|spec|workflow|install|ci|template|eval
yuecao365/agent-codebase-analysis-skill	main	1	MIT	ok	496	147	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	Codex|sandbox|preview|coordination|loop|evaluate|observability|Skill|permission|tool|spec|state|Install|ci|project|eval
RhythrosaLabs/claw-code-ui	main	1	NOASSERTION	ok	295	70	runtime_capability_matrix,session_command_center,mailbox_conflict_locks,observability_provenance,skill_memory_hygiene,tool_augmentation,extension_preset_bundle_registry	integration|Dashboard|Message|history|Memory|API|install
emavague180/claw-code-parity	main	1	NOASSERTION	ok	806	149	session_command_center,mailbox_conflict_locks,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,feedback_session_intake,agent_ssot_projection	board|lock|prompt|permission|api|requirement|check|project
MarcusViniciusBarcelos/spec-agent	main	1	MIT	ok	1158	164	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	Claude|isolate|Status|lock|loop|council|Token|learn|lint|tool|spec|state|Install|ci|project
pavel-voronin/tgdyk	main	1	MIT	ok	448	164	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,observability_provenance,security_credential_egress,tool_augmentation,change_package_delta_archive,feedback_session_intake	RUNTIME|Environment|session|message|history|credential|tool|archive|ci
veithly/build-your-own-agent	main	1	NOASSERTION	ok	249	80	runtime_capability_matrix,isolated_sandbox_runner,autonomous_loop_receipts,verifier_council,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,agent_ssot_projection	Codex|sandbox|loop|verifier|skill|permission|Tool|task|state|Install|Project
graphrefly/graphrefly-ts	main	1	MIT	ok	960	226	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	List|runtime|Status|message|cron|event|memory|policy|API|spec|state|package|ci|rules|eVal
brandoncarneiro/harness-lab	main	1	MIT	ok	1181	318	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	List|model|environment|web UI|lock|loop|reviewer|event|prompt|lint|tool|spec|workflow|bundle|CI|project
qwerfunch/harness-boot	main	1	MIT	ok	1686	257	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|Claude|container|dashboard|lock|retry|QA|trace|context|lint|tool|spec|phase|marketplace|ci|rules
saorsa-labs/fluers	main	1	NOASSERTION	ok	965	155	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	runtime|Sandbox|Status|shared|autonomous|telemetry|prompt|guard|tool|PLAN|MANIFEST|CI|project
lk19940215/claude-coder	main	1	NOASSERTION	ok	755	237	runtime_capability_matrix,session_command_center,autonomous_loop_receipts,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	Claude|Session|long-running|Prompt|guard|API|plan|install|ci|project
Abbasi-Alain/atlas	main	1	MIT	ok	6134	822	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	list|Claude|session|channel|Loop|benchmark|token|context|security|tool|task|workflow|install|ci|project|topic
